ticker,category,selected,rest
Sonar,Festivals,0.00661,0.00213
Idealista,Real Estate,0.01119,0.00892
Nostrum,Healthcare,0.01126,0.00612
Holiday Inn,Travel,0.02004,0.01727
Caixabank Consumer Finance,Financial Services,0.63338,0.55764
Brasa y Leña,Restaurant,0.00448,0.00470
Mapfre,Insurance,1.20782,1.57882
Deportes Moya,Sports,0.00314,0.00260
RACC,Automotive,0.06636,0.06158
Sundara,Beauty,0.00293,0.00193
Amorino,Food,0.00093,0.00077
Segurcaixa Adeslas,Insurance,0.32978,0.36468
Pimkie,Apparel,0.01815,0.02075
Cepsa Comercial,Fuel,0.02295,0.02905
Ilunion,Non-Profit,0.01531,0.01414
Pandora,Jewelry,0.02382,0.01899
Vips,Restaurant,0.05642,0.04618
FCA Capital,Financial Services,0.10594,0.08013
Reino Asador,Restaurant,0.00151,0.00263
Amazon,E-commerce,7.41789,6.18117
Coaliment,Grocery,0.01397,0.01606
Boboli,Garden,0.00488,0.00437
Neck & Neck,Apparel,0.00388,0.00482
Intersport,Retail Stores,0.02067,0.02150
MGS,Gaming,0.02719,0.05805
akf bank,Banking,0.04019,0.03537
Servientradas,Tickets,0.00283,0.00227
Venca,Apparel,0.00264,0.00533
Smooy,Cosmetics,0.00037,0.00044
Audenasa,Automotive,0.00097,0.00132
Asisa,Insurance,0.17729,0.22763
Tyco,Security Services,0.00973,0.01297
William Hill,Gambling,0.02075,0.03383
Cabify,Transportation,0.29496,0.16440
Llongueras,Food,0.00808,0.00448
Tripadvisor,Travel,0.01438,0.01355
Fundacion Wikimedia,Non-Profit,0.00103,0.00042
Sushi Shop,Restaurant,0.01185,0.00387
Iradier Club Mujer,Apparel,0.00125,0.00170
Popular Servicios Fiancieros,Financial Services,0.02941,0.03853
Dentix,Healthcare,0.00428,0.00764
Viena,Restaurant,0.03252,0.02392
Deporvillage,Sports,0.01995,0.01674
Seguros Bilbao,Insurance,0.05653,0.09551
Goiko grill,Restaurant,0.02045,0.01733
voyage-prive.es,Travel,0.01435,0.01796
Tento,Retail Stores,0.00592,0.00503
AECC,Non-Profit,0.02029,0.01991
Servei Catala,Transportation,0.01680,0.01669
Terra Mitica,Attractions,0.00104,0.00107
Soloptical,Healthcare,0.02998,0.02882
Flormar,Beauty,0.00195,0.00208
Visionlab,Healthcare,0.02314,0.02375
Tuneles de Artxanda,Transportation,0.00028,0.00020
Mascoteros,Pet Supplies,0.00527,0.00530
Aucosta,Food,0.00051,0.00057
Hotels.com,Travel,0.03125,0.02437
Wertgarantie,Insurance,0.00337,0.00263
Aliexpress,E-commerce,0.23332,0.39347
Hiperber,Grocery,0.02476,0.02705
Save the Children,Non-Profit,0.02231,0.01486
Polinesia,Restaurant,0.00463,0.00494
Maisons du Monde,Home Goods,0.06104,0.04240
Fundacion Vicente Ferrer,Non-Profit,0.01241,0.01408
Nationale Nederlanden,Insurance,0.11303,0.13795
Zurich Vida,Insurance,0.02675,0.02777
Carhatt,Apparel,0.00511,0.00305
Decimas,Retail Stores,0.03773,0.05176
Carhire,Rental Cars,0.00898,0.00794
New York Burger,Restaurant,0.01008,0.00665
Cañas y Tapas,Restaurant,0.00164,0.00124
Mercadona,Grocery,6.33202,7.94102
Stradivarius,Apparel,0.19023,0.21927
Mientrada.net,Tickets,0.00103,0.00123
Drim,Retail Stores,0.02599,0.02147
Aparcamientos Europeos,Parking,0.00021,0.00024
Celio,Apparel,0.01954,0.01982
United Colors of Benetton,Apparel,0.03527,0.03929
Coinbase,Financial Services,0.04277,0.04147
Viesgo,Fuel,0.07728,0.11928
Banak,Accessories,0.00639,0.00514
Entradas a tu alcance,Tickets,0.00654,0.00563
Car2go,Transportation,0.02875,0.01668
Sfera,Apparel,0.04220,0.05040
Textura,Home Goods,0.00303,0.00216
Amazon Prime Now Marketplace,E-commerce,0.03637,0.01806
Centros Unico,Education,0.02103,0.01740
Eroski Center,Grocery,0.31596,0.34726
FCC Aqualia,Utilities,0.08489,0.14124
Interbiak,Transportation,0.01214,0.00852
Norte Hispana,Transportation,0.01333,0.02856
CCLoan,Financial Services,0.00572,0.00886
Caprabo,Grocery,0.35155,0.26081
Mercure,Travel,0.00647,0.00486
Hugo Boss,Apparel,0.00465,0.00357
Muerde la Pasta,Restaurant,0.00272,0.00521
Exe,Travel,0.01708,0.01446
Friking,Apparel,0.00432,0.00162
Alsa,Transportation,0.10636,0.11363
Hidrogea,Utilities,0.00878,0.01930
Kiddy's Class,Education,0.02287,0.02873
Vivus Finance,Financial Services,0.15742,0.14511
Amazon Premium,Subscription Services,0.03214,0.02760
Nyx,Beauty,0.01960,0.01575
Valecuatro,Tickets,0.00111,0.00146
Forum Sport,Retail Stores,0.05227,0.06371
Hiber,Telecom,0.03302,0.02623
Bwin,Entertainment,0.06240,0.04137
Vida Caixa,Insurance,0.09466,0.09792
Chocolateria Valor,Food,0.00044,0.00042
Aena,Transportation,0.02419,0.01597
Qwertee,Apparel,0.00663,0.00303
Conforama,Home Goods,0.10334,0.12955
Quebueno,Food,0.02287,0.03395
Aparcamientos Espolon,Parking,0.00044,0.00027
Holiday Gym,Fitness,0.01383,0.01104
Lidl,Grocery,1.14333,1.53392
Rakuten TV,Streaming,0.01080,0.00433
Novotel,Travel,0.01849,0.01533
Bet365,Entertainment,0.23989,0.34628
H&M,Apparel,0.47061,0.37842
Atresplayer,Streaming,0.00261,0.00146
Pull & Bear,Apparel,0.22892,0.23689
Taxi,Transportation,0.00979,0.00492
Codere,Gambling,0.00921,0.03395
Movelia,Travel,0.00742,0.00759
Tienda Animal,Pet Supplies,0.09545,0.07313
Empark,Parking,0.00481,0.00532
100 Montaditos,Restaurant,0.01648,0.02519
Miss Sushi,Restaurant,0.00673,0.00448
BNP Paribas Cardif,Insurance,0.01121,0.00982
Dropbox,Subscription Services,0.01702,0.00796
Okaidi,Apparel,0.00878,0.00788
Thomann,Music,0.04494,0.03177
Port Aventura,Entertainment,0.04225,0.03603
Pizza Hut,Fast Food,0.00454,0.00350
Condis,Grocery,0.37189,0.22956
Five guys,Fast Food,0.02702,0.01631
Accessorize,Accessories,0.00126,0.00123
Sergio & Cano,Apparel,0.00040,0.00117
Solgade Online,Apparel,0.00229,0.00163
BSM Aparcaments,Parking,0.00106,0.00070
Esclatoil,Fuel,0.11832,0.13037
Sprinter,Retail Stores,0.03891,0.05878
Lowi,Retail Stores,0.13521,0.13893
Juan Fornes Fornes,Food,0.00872,0.00715
Altafit,Fitness,0.01018,0.01151
Tinder,Dating App,0.00526,0.00245
Aldi,Grocery,0.47723,0.48594
Mango,Apparel,0.27167,0.24498
Petrocat,Fuel,0.01604,0.01260
British Airways,Airlines,0.00702,0.00200
WWF,Non-Profit,0.00446,0.00345
Movistar +,Streaming,0.00659,0.00303
Movistar,Telecom,2.69310,2.35497
Zoo Aquarium Madrid,Attractions,0.00421,0.00442
Juguetilandia,Retail Stores,0.00731,0.00930
Western Union,Financial Services,0.00549,0.01210
Eroski,Grocery,0.48288,0.62012
Balthazar,Restaurant,0.00137,0.00124
Womensecret,Apparel,0.08958,0.08847
Brico Depot,Home Goods,0.05175,0.07890
B the travel brand,Travel,0.01322,0.02102
Imaginarium,Retail Stores,0.01643,0.01499
Marypaz,Apparel,0.01071,0.01370
Deza Calidad,Grocery,0.01193,0.02771
Fenie Energia,Energy,0.05259,0.09383
Tamoil,Fuel,0.00577,0.00897
Amazon MarketPlace,E-commerce,0.32606,0.26516
FLAP,Gambling,0.00266,0.00206
The Good Burguer,Fast Food,0.01771,0.01596
W,Travel,0.00998,0.00626
Indalo,Travel,0.00123,0.00167
Jean Louis David,Beauty,0.00773,0.00549
Buffalo grill,Restaurant,0.00211,0.00151
Autopista Madrid Toledo,Transportation,0.00050,0.00031
AXA,Insurance,0.37089,0.50771
Metro Bilbao,Transportation,0.03004,0.03148
Asos,E-commerce,0.15776,0.09687
Europcar,Transportation,0.07192,0.05626
Groupon,E-commerce,0.05651,0.07395
eBay,E-commerce,0.01457,0.02025
Simply Gasolinera,Fuel,0.00471,0.00452
Amazon Buyvip,E-commerce,0.02365,0.01384
Kiwoko,Grocery,0.09557,0.07935
Multiopticas,Healthcare,0.03623,0.04277
Vadepizza,Delivery,0.00136,0.00183
PlayStation Network,Gaming,0.28719,0.15149
Vueling,Transportation,0.43467,0.34817
Axa Assistance,Insurance,0.00731,0.00718
Halcon Viajes,Travel,0.01621,0.02371
Tunels de Barcelona-Cadi,Transportation,0.00049,0.00033
Udemy,Education,0.00774,0.00570
Hailo,Transportation,0.00834,0.00412
Traventia,Travel,0.00710,0.00931
Instant Gaming,Entertainment,0.02014,0.01799
BP,Fuel,0.27338,0.27019
Telecable,Telecom,0.06292,0.06325
Telepiensos,Pet Supplies,0.00434,0.00316
Santander Seguros,Insurance,0.13598,0.15125
Ticketea,Entertainment,0.08181,0.06225
Parque de Atracciones de Madrid,Entertainment,0.01886,0.01756
Beep,Transportation,0.00396,0.00448
Multicines Pedrosa,Movies,0.00139,0.00078
Autopista Madrid Sur,Transportation,0.00402,0.00260
Rentalcars,Transportation,0.06315,0.04199
Via Lactea,Attractions,0.00097,0.00072
Divina Pastora,Restaurant,0.01444,0.02361
TGI Fridays,Restaurant,0.02933,0.02127
Babelia,Media,0.00327,0.00167
FCE Bank,Financial Services,0.09221,0.12210
CHC Energia,Energy,0.02428,0.03459
Enterprise,Transportation,0.04589,0.04178
Bauhaus,Home Improvement,0.06511,0.05750
Shana,Apparel,0.00257,0.00361
AP-1 Europistas,Transportation,0.00771,0.00827
Letsbonus,Loyalty,0.00334,0.00375
Hilton,Travel,0.01407,0.00896
Accion contra el hambre,Non-Profit,0.01620,0.00850
Deliberry,Delivery,0.02289,0.00791
Raro Rare,Apparel,0.00173,0.00065
Amgen seguros,Insurance,0.00885,0.01206
Maskom,Cosmetics,0.00210,0.00281
Flip Energia,Energy,0.01032,0.01006
Bonarea,Retail Stores,0.12537,0.16376
Iberpistas,Transportation,0.00536,0.00544
Pokerstars,Gambling,0.02209,0.01739
Glorias Multicines,Movies,0.00090,0.00040
Blood Brothers,Entertainment,0.00203,0.00158
Carl's Jr,Fast Food,0.00292,0.00285
Westwing,Home Goods,0.02443,0.01173
Electrodomesticos Miro,Electronics,0.00760,0.00593
Spejo's,Restaurant,0.00154,0.00184
LAE (Loterias y Apuestas del Estado),Entertainment,0.17336,0.16644
FK Donna Uomo,Apparel,0.00075,0.00087
Peyote,Restaurant,0.00261,0.00150
Zity,Transportation,0.01752,0.01294
Aucalsa,Fuel,0.01523,0.01434
Tuenti Movil,Telecom,0.01295,0.01605
Microsoft Xbox,Gaming,0.01858,0.00962
Pipa&Co,Pet Supplies,0.00223,0.00140
Consum,Grocery,0.67862,0.69586
Hipercor,Grocery,0.16629,0.14588
RIU,Travel,0.00370,0.00453
Marieta,Jewelry,0.00191,0.00111
Supeco,Grocery,0.01468,0.03023
Burger King,Fast Food,0.20790,0.19596
888,Gambling,0.04543,0.04643
Serviapuestas,Gambling,0.00577,0.00430
Crocantickets,Entertainment,0.01507,0.01138
Glovo,Delivery,0.74297,0.33168
beIN Sports,Entertainment,0.01731,0.00821
Dominos Pizza,Fast Food,0.14052,0.10366
The Body Shop,Beauty,0.01475,0.01129
Oro Vivo,Jewelry,0.00522,0.00489
Wowble,Travel,0.00025,0.00033
Cruz Blanca,Healthcare,0.00334,0.00272
Goldcar,Transportation,0.05293,0.05322
TradeInn,Financial Services,0.00548,0.00536
Metlife,Insurance,0.03039,0.03275
La Oca,Restaurant,0.00284,0.00178
Medicos del Mundo,Non-Profit,0.01373,0.00711
McFit,Fitness,0.03880,0.04264
Helvetia,Insurance,0.05361,0.07646
Moneyman,Financial Services,0.03676,0.05592
Transavia,Airlines,0.01236,0.01185
Redentradas,Tickets,0.00244,0.00252
The Phone House,Electronics,0.03768,0.04735
Jazztel,Telecom,0.50624,0.59127
Aparcamientos Sama,Parking,0.00178,0.00101
Google Play,Subscription Services,0.05982,0.03731
Super BM,Grocery,0.24512,0.21145
The Irish Rover,Restaurant,0.00371,0.00201
Oh my cut,Beauty,0.00437,0.00410
Bonpreu,Grocery,0.30479,0.21517
New Balance,Apparel,0.01402,0.01035
Nike,Apparel,0.17079,0.14090
Pannus,Apparel,0.00054,0.00038
Hawkers,Apparel,0.02124,0.02033
Banco Sabadell Seguros Generales,Insurance,0.06379,0.06819
Bluemove,Transportation,0.00816,0.00361
Simyo,Telecom,0.08456,0.10386
Verdecora,Home Goods,0.03236,0.02503
Banque PSA Finance,Financial Services,0.33986,0.38227
Alterna,Beauty,0.01205,0.01365
Krunch,Restaurant,0.00230,0.00218
Botticelli,Restaurant,0.00480,0.00429
Plus Ultra Seguros,Insurance,0.12235,0.16415
Sanitas,Healthcare,0.47031,0.40210
Bricor,Home Goods,0.01752,0.01746
Atrapalo.com,Travel,0.07154,0.06855
A loja do gato preto,Pet Supplies,0.01159,0.01051
Mequedouno,E-commerce,0.00784,0.00903
Loro Parque,Attractions,0.00104,0.00153
Carrefour Market,Grocery,0.10519,0.07195
Disa,Fuel,0.01043,0.01857
Acesa,Transportation,0.09085,0.08543
Somnium,Home Goods,0.00187,0.00249
Hackett,Security Services,0.00845,0.00593
E-Park,Transportation,0.01737,0.01188
San Remo Perfumeries,Beauty,0.00290,0.00235
Pompei,Restaurant,0.00730,0.00646
Nicoli,Accessories,0.00664,0.00423
Muy Mucho,Retail Stores,0.01211,0.00694
Bankinter Consumer Finance,Financial Services,0.09166,0.09904
Puma,Apparel,0.00415,0.00632
casa del libro,Retail Stores,0.04756,0.03576
Binter Canarias,Airlines,0.01371,0.01228
Cines IMF,Movies,0.00096,0.00108
Creditea,Financial Services,0.01893,0.02523
Zooplus,Pet Supplies,0.08636,0.06393
Saras Energia,Energy,0.01066,0.00612
Vidal Tiendas,Retail Stores,0.12378,0.12479
Norwegian,Transportation,0.07430,0.05759
Pavapark,Parking,0.00092,0.00094
Galp,Fuel,0.13064,0.12894
UNED,Education,0.06125,0.04636
Movo,Transportation,0.00292,0.00207
Cines ABC,Entertainment,0.00420,0.00383
Caritas,Non-Profit,0.00771,0.01371
Dockers,Apparel,0.00482,0.00305
Emirates,Airlines,0.02136,0.01506
Ventura24,Financial Services,0.00300,0.00262
Seguros Santa Lucia,Insurance,0.18059,0.26266
Greenpeace,Non-Profit,0.01964,0.01201
Makro,Grocery,0.16120,0.16178
General Optica,Healthcare,0.05630,0.05670
Telepeaje Via T,Transportation,0.07471,0.05909
Champion,Apparel,0.00588,0.00580
Carrefour Express,Grocery,0.08264,0.04847
Cruz Roja,Non-Profit,0.07689,0.07777
Parc de la Mar,Attractions,0.00044,0.00035
Tulotero,Entertainment,0.11040,0.09864
Taco Bell,Fast Food,0.01489,0.01713
Securitas Direct,Security Services,0.24079,0.22247
Sorli,Grocery,0.06984,0.05276
Papa John's,Fast Food,0.01318,0.01154
Bofrost,Delivery,0.01160,0.01282
Asics,Apparel,0.02021,0.01721
Ballenoil,Fuel,0.09578,0.13936
Viena capellanes,Restaurant,0.01030,0.00659
Tommy Mel's,Restaurant,0.01357,0.00987
Badoo,Dating App,0.00392,0.00197
Cines Renoir,Movies,0.00403,0.00144
Liberty Seguros,Insurance,0.31757,0.40686
Delticom,Automotive,0.00334,0.00501
Qualitas Auto,Automotive,0.08205,0.09255
Aldro Energia,Energy,0.01599,0.02871
Endesa,Fuel,1.21126,1.53011
Metro Madrid,Transportation,0.45616,0.37939
Avanza Bus,Travel,0.00573,0.00234
Primark,Apparel,0.39374,0.48453
Disney Store,Retail Stores,0.03438,0.02159
Iati Seguros,Insurance,0.01225,0.01217
Aquopolis,Attractions,0.00409,0.00434
Maxcoop,Grocery,0.00231,0.00220
Wok,Restaurant,0.01533,0.01895
Yves Rocher,Beauty,0.01722,0.01666
Grupo Santander Consumer Finance,Financial Services,0.92182,1.06700
Ulabox,Delivery,0.02830,0.01816
Europ Assistance,Insurance,0.00225,0.00202
Air Europa,Travel,0.10786,0.08954
