ticker,category,selected,rest
Lebara,Telecom,0.00065,0.00247
Legalitas,Legal Services,0.01180,0.01497
La Casa de la Carcasa,Electronics,0.00573,0.00754
Zara Home,Home Goods,0.05779,0.10978
El Arbol,Restaurant,0.06853,0.07176
Groupalia,Discounts,0.00401,0.00518
Ibis Hotels,Travel,0.02385,0.01691
Showroomprive,E-commerce,0.00567,0.00945
Perfumeria Julia,Beauty,0.00245,0.00361
La Sirena,Restaurant,0.04566,0.03744
Abercrombie,Apparel,0.01860,0.00978
Amazon Prime Now,Delivery,0.16810,0.06697
Massimo Dutti,Apparel,0.15221,0.21415
Virgin Active,Fitness,0.01740,0.01051
Udon,Restaurant,0.03669,0.01807
MM Globalis,Travel,0.01659,0.02038
BodyBell,Fitness,0.01727,0.02865
Mad Cool Festival,Events,0.00580,0.00461
Museo Guggenheim,Attractions,0.00159,0.00156
Booking.com,Travel,0.20501,0.21821
Aristocrazy,Apparel,0.00434,0.00764
Purificacion Garcia,Fashion,0.00221,0.00581
Rodilla,Retail Stores,0.01360,0.01378
Tous,Jewelry,0.03144,0.03956
La Maquina de Chamberi,Restaurant,0.00165,0.00238
Expedia.es,Travel,0.03116,0.03369
Oney Servicios Financieros,Financial Services,0.17979,0.39780
Pc Box,Electronics,0.02692,0.00630
Worten,Electronics,0.08918,0.08202
NH Collection,Travel,0.00385,0.00601
Sabadell Consumer Finance,Financial Services,0.18722,0.25492
Fifty Factory,Apparel,0.01899,0.03096
Canal Isabel II,Utilities,0.14250,0.21606
Amazon Prime,Subscription Services,0.20961,0.12727
Costco,Grocery,0.09448,0.11723
Cash Lepe,Financial Services,0.01673,0.02427
Amichi,Apparel,0.00213,0.00574
Esclat,Grocery,0.09817,0.08723
JCA Cinemes,Movies,0.00326,0.00116
Ausol,Transportation,0.00866,0.01331
Dia,Grocery,0.63323,0.76544
Uber Eats,Delivery,0.02925,0.01589
Gambrinus,Restaurant,0.00568,0.00614
Tarjeta Inditex,Loyalty,0.01585,0.09376
Lola Rey,Apparel,0.00319,0.00415
Bijou Brigitte,Jewelry,0.00545,0.00930
Mega Calzado,Apparel,0.00768,0.00679
C&A,Apparel,0.08530,0.08196
La Cantina,Restaurant,0.00274,0.00334
Atmosfera Sport,Sports,0.00380,0.00206
Audasa,Transportation,0.00697,0.00709
Toyota (SO),Automotive,0.01294,0.01778
Cajamar Caja Rural,Banking,0.01907,0.02458
Tezenis,Apparel,0.01330,0.03078
Cottet Online,Apparel,0.00503,0.00489
Mustang,Apparel,0.00211,0.00361
Rakuten,E-commerce,0.00519,0.00334
Duty Free Dubai,Retail Stores,0.00082,0.00114
Nails Factory,Beauty,0.00128,0.00718
Top Queens,Nightlife,0.00057,0.00154
Sky,Streaming,0.00276,0.00137
DKV,Healthcare,0.07142,0.11327
Abanca,Financial Services,0.09978,0.08400
La Fonda,Restaurant,0.00170,0.00318
Kreditech,Financial Services,0.01708,0.02052
Orange,Telecom,1.21493,1.69572
Vip Smart,Financial Services,0.01190,0.00810
Aguas de Alicante,Utilities,0.00987,0.01177
Melia,Travel,0.01547,0.02639
Ocaso,Insurance,0.10665,0.21156
Totto,Travel,0.00082,0.00094
Toyota Kreditbank,Financial Services,0.22198,0.19785
BMW Financial Services,Financial Services,0.14942,0.22558
Ryanair,Travel,0.41393,0.45842
Aguas de Barcelona,Utilities,0.10283,0.09959
Cooltra,Transportation,0.00614,0.00427
BBVA Seguros,Insurance,0.15952,0.27015
Netflix,Streaming,0.68956,0.33118
Pilar Prieto,Beauty,0.00087,0.00320
Opticalia,Eyewear,0.01546,0.01702
La Chalana,Restaurant,0.00150,0.00167
Lime,Transportation,0.00246,0.00168
Kinepolis,Entertainment,0.05347,0.02770
Costco Estacion de Servicio,Fuel,0.02389,0.04017
Rip Curl,Apparel,0.00139,0.00247
Pepe Energy,Energy,0.03719,0.03726
Charanga,Restaurant,0.00038,0.00163
Tuc tuc,Children,0.00110,0.00381
Iberdrola,Fuel,1.66009,2.28149
Eroski City,Grocery,0.04618,0.04004
Veritas,Healthcare,0.01823,0.02875
Eje Aeropuerto,Transportation,0.00056,0.00053
Acnur,Non-Profit,0.09507,0.06929
Cines El Punt,Movies,0.00161,0.00083
Apple Store,Electronics,0.27635,0.21979
Drivy,Rental Cars,0.00361,0.00397
Mulaya,Restaurant,0.00220,0.00568
Lucera Energia Colectiva,Energy,0.02259,0.02122
Eurekakids,Retail Stores,0.00408,0.00614
Aumar,Grocery,0.05522,0.06898
Ginos,Restaurant,0.04441,0.03676
Sorea,Travel,0.04433,0.05772
Petit Palace,Travel,0.00417,0.00309
Nanos,Food,0.00096,0.00455
La Nevera Roja,Restaurant,0.00995,0.00346
IMQ,Healthcare,0.02911,0.05561
La Balear,Travel,0.00092,0.00084
Converse,Apparel,0.00296,0.00449
Yelmo Cines,Entertainment,0.08494,0.05146
Arepa Ole,Restaurant,0.00049,0.00058
Pepephone,Telecom,0.31777,0.19638
MK2 Palacio de Hielo,Movies,0.00116,0.00117
Dideco,Retail Stores,0.00370,0.01039
JD Sports,Sports,0.00305,0.00479
Instant Money,Financial Services,0.07082,0.06171
Avis,Transportation,0.06082,0.04763
4 tickets,Tickets,0.00394,0.00300
Samsung,Electronics,0.05955,0.04946
Intel Security (McAfee),Cybersecurity,0.01082,0.00708
Bigmat,Home Improvement,0.00182,0.00593
La sureña,Restaurant,0.00297,0.00270
Gocco,Restaurant,0.00446,0.01476
Parkapp,Parking,0.00070,0.00069
Rumbo.es,Travel,0.08033,0.09124
Alteza,Accessories,0.00144,0.00414
Rituals,Beauty,0.02137,0.02595
Supercor Express,Grocery,0.07653,0.07569
Masymas,Grocery,0.06464,0.08408
Planeta Huerto,Garden,0.00354,0.00522
Santagloria,Restaurant,0.00384,0.00523
Pizzart,Restaurant,0.00056,0.00046
Cortefiel,Apparel,0.07382,0.11769
Fenix Directo,Insurance,0.04902,0.06693
Juanita Cruz,Apparel,0.00030,0.00088
Casa Ametller,Restaurant,0.06825,0.06617
Sixt,Transportation,0.06170,0.04338
Medicos sin fronteras,Non-Profit,0.05385,0.04924
Vivagym,Fitness,0.03051,0.03046
Electroprecio,Electronics,0.00676,0.01046
Unicef,Non-Profit,0.03963,0.05106
Xbox Live,Gaming,0.01155,0.00287
Trucco,Beauty,0.00280,0.00471
Lush,Beauty,0.01478,0.01418
Whitby,Apparel,0.00071,0.00154
Tako Away,Delivery,0.00176,0.00073
Hema,Retail Stores,0.00230,0.00293
Primavera Sound,Festivals,0.00177,0.00164
COS,Apparel,0.00309,0.00832
Adamo Telecom,Telecom,0.01838,0.01098
Balumba,E-commerce,0.08384,0.04242
Alain Afflelou,Eyewear,0.01575,0.01368
Zalando,E-commerce,0.14687,0.15040
Interzoo,Pet Supplies,0.00301,0.00191
El Perro y la Galleta,Restaurant,0.00126,0.00100
Dinosol,Attractions,0.00133,0.00346
Ole Lola,Apparel,0.00048,0.00061
Bershka,Apparel,0.08201,0.15376
Pelayo,Insurance,0.13992,0.16514
Pizzeria Carlos,Fast Food,0.00831,0.00539
New Yorker,Apparel,0.00330,0.00329
Primor,Retail Stores,0.05663,0.10670
KLM,Airlines,0.02964,0.02745
Hamburguesa Nostra,Restaurant,0.00424,0.00301
Unide,Education,0.01082,0.01806
Dialprix,Telecom,0.00625,0.01193
Transferwise,Financial Services,0.09887,0.08187
Equivalenza,Financial Services,0.00227,0.00611
Bacoa,Grocery,0.00537,0.00273
Aquona,Utilities,0.00404,0.01519
AVG,Cybersecurity,0.00326,0.00169
Cofidis,Financial Services,0.31254,0.42199
Record Go,Music,0.00596,0.01310
Fosters Hollywood,Entertainment,0.17249,0.10226
Punto Blanco,Apparel,0.00224,0.00113
AMV Hispania,Automotive,0.02454,0.02152
Muving,Transportation,0.00884,0.00862
Desigual,Apparel,0.01223,0.01473
Aucat,Fuel,0.01087,0.01213
Ulanka,Apparel,0.01249,0.01753
Zaplo,Financial Services,0.04676,0.05319
Wible,Financial Services,0.00480,0.00530
Banco Sabadell Vida,Insurance,0.05674,0.07627
Destinia.com,Travel,0.01013,0.01931
Zara,Apparel,0.52873,1.07930
Bankinter Vida,Insurance,0.02687,0.03685
Levi's,Apparel,0.02864,0.02661
NH,Travel,0.03802,0.02920
Bertiz,Education,0.00186,0.00101
Ocine,Entertainment,0.01426,0.00731
Arabat,Fashion,0.00089,0.00092
Luckia,Gambling,0.03339,0.02395
Volotea,Airlines,0.01263,0.01791
iTunes,Music,0.41346,0.22137
Direct Seguros,Insurance,0.09005,0.13084
ese O ese,Apparel,0.00282,0.00960
La Fabrica,Restaurant,0.00719,0.00686
Swarovski,Jewelry,0.01415,0.00872
Yoigo,Telecom,0.67123,0.67760
Central de Reservas,Travel,0.00329,0.00990
Autocine Madrid Race,Movies,0.00071,0.00071
Acciona Motosharing,Transportation,0.00731,0.00582
Terranova,Apparel,0.00859,0.00617
Vinoselección,Food,0.00588,0.01177
Spar,Grocery,0.09629,0.10354
Smassa,Restaurant,0.00240,0.00335
Calzedonia,Apparel,0.02667,0.06736
Party Fiesta,Retail Stores,0.00297,0.00432
Napapijri,Apparel,0.00188,0.00270
Leroy Merlin,Home Goods,0.76220,0.93433
Alliance Vending,Grocery,0.00282,0.00169
Avia,Airlines,0.01934,0.01290
Bicimad,Transportation,0.00866,0.00812
entradas.com,Entertainment,0.02768,0.02475
Allianz Global Assistance,Insurance,0.00464,0.00370
Retabet,Gambling,0.00152,0.00942
Chacabuco,Restaurant,0.00343,0.00160
Bosque Multicines,Movies,0.00105,0.00045
Ciralsa,Automotive,0.00051,0.00074
Bicing,Transportation,0.00901,0.00538
Flunch,Restaurant,0.00053,0.00070
Avast,Cybersecurity,0.00914,0.00441
Invicat,Home Goods,0.04845,0.03262
Zurich,Insurance,0.08067,0.10833
El Gran Barril,Restaurant,0.00087,0.00189
MasVision,Eyewear,0.01504,0.01031
EasyJet,Travel,0.07831,0.07752
Perfumerías Atalaya,Beauty,0.00060,0.00133
RACE,Automotive,0.01527,0.02518
Sportium,Gambling,0.05728,0.03815
Wonga,Financial Services,0.02183,0.01912
Emuasa,Utilities,0.01377,0.02651
Juteco,Restaurant,0.00494,0.00773
Poly,Retail Stores,0.00597,0.00628
Gadis,Grocery,0.07020,0.06558
Fracciona,Financial Services,0.11554,0.17936
Amovens,Transportation,0.00473,0.00491
L'occitane,Beauty,0.00395,0.00519
Ticketmaster,Entertainment,0.22304,0.14143
Lateral,Apparel,0.00905,0.01533
Pepper,Restaurant,0.04647,0.08361
Tartalia,Apparel,0.00034,0.00061
Jack&Jones,Apparel,0.04600,0.03099
Uvepan,Food,0.00030,0.00031
Iberia,Travel,0.33648,0.38101
Volkswagen,Automotive,0.12419,0.07936
Arag Seguros,Insurance,0.01103,0.01737
Ojala,Apparel,0.00107,0.00130
Betway,Gambling,0.01238,0.00936
Wallapop,E-commerce,0.11712,0.09320
Firefly,Travel,0.00269,0.00637
E.Leclerc Estaciones de servicio,Fuel,0.01054,0.01813
E.Leclerc,Grocery,0.13787,0.15811
Druni,Retail Stores,0.04018,0.07389
Avant Tarjeta,Financial Services,0.00695,0.02714
La Esquina,Restaurant,0.00289,0.00362
Xti Store,Apparel,0.00162,0.00295
Don Dino,Restaurant,0.00276,0.00574
Ace Europe,Insurance,0.00353,0.00507
Parkia,Parking,0.00158,0.00096
Isla Magica,Attractions,0.00172,0.00217
Telefonica Consumer Finance,Financial Services,0.01172,0.00862
Emivasa,Utilities,0.04905,0.04846
Dineo Credito,Financial Services,0.01693,0.02809
Cassa,Financial Services,0.02643,0.01000
El Horno,Restaurant,0.00332,0.00381
Shell,Fuel,0.12615,0.12329
Diesel,Apparel,0.02312,0.03987
Pans & Company,Fast Food,0.01769,0.00939
PC Componentes,Electronics,1.35554,0.25349
R,Apparel,0.03058,0.02279
Supersol,Grocery,0.12290,0.12834
Metro de Malaga,Transportation,0.00562,0.00182
Pepe Jeans,Apparel,0.00886,0.01446
Deichmann,Apparel,0.02331,0.02301
Marvimundo,Entertainment,0.00546,0.01366
El Corte Ingles,Retail Stores,2.27620,2.67752
El Sabroso,Restaurant,0.00125,0.00125
Alcampo Estacion de Servicio,Fuel,0.11538,0.12906
Iberia Express,Travel,0.02491,0.03133
Generali,Insurance,0.22031,0.35026
Norton,Cybersecurity,0.01091,0.00511
BQ,Electronics,0.01247,0.00750
MediaMarkt,Electronics,1.43078,0.94512
Misako,Beauty,0.00634,0.01105
Telepizza,Fast Food,0.21045,0.09826
BMW,Automotive,0.01224,0.01124
Cetelem,Financial Services,1.28843,1.15513
Alcampo,Grocery,0.81749,0.92482
Fiatc,Automotive,0.04000,0.09056
Amnistia Internacional,Non-Profit,0.01549,0.00735
Decathlon,Sports,1.06876,1.05884
Emasesa,Utilities,0.01351,0.03340
Perfumeria Avenida,Beauty,0.00147,0.00292
Uterque,Apparel,0.00452,0.01878
Etam,Apparel,0.00671,0.01382
eDreams.com,Travel,0.18063,0.16050
Tony Roma's,Restaurant,0.01364,0.00884
Mercedes-Benz Financial Services,Financial Services,0.04499,0.07705
Telyco,Telecom,0.00785,0.00453
Kutxabank,Banking,0.07616,0.12147
Facebook,Media,0.02803,0.01715
Blablacar,Transportation,0.05130,0.05021
Go Fit,Fitness,0.04859,0.04228
Vait,Telecom,0.00137,0.00169
Mc Donalds,Fast Food,0.52016,0.35695
Bip Bip,Apparel,0.00137,0.00571
Duty Free,Retail Stores,0.00555,0.00523
Hidraqua,Utilities,0.00429,0.00912
Renault,Automotive,0.01544,0.01987
Bricorama,Home Improvement,0.00339,0.00467
Betfair,Entertainment,0.05495,0.05007
Perfumeria Prieto,Beauty,0.00154,0.00234
Renatta&Go,Apparel,0.00130,0.00355
Ap. Est,Transportation,0.00303,0.00287
Carglass,Automotive,0.00259,0.00319
Springfield,Apparel,0.19258,0.17969
Pisamonas,Restaurant,0.00119,0.00511
Preventiva,Healthcare,0.00435,0.01219
Autoestradas de Galicia,Transportation,0.00010,0.00023
Juguettos,Retail Stores,0.03047,0.04579
Dinopolis,Attractions,0.00122,0.00143
Tiger,Retail Stores,0.01836,0.02669
Bingosoft,Gambling,0.00287,0.00830
El Fornet,Restaurant,0.00861,0.00806
HolaLuz,Utilities,0.14966,0.15414
OK Rent a Car,Rental Cars,0.00140,0.00264
Naturgy,Fuel,1.05064,1.39366
Coviran,Grocery,0.02965,0.03872
Negro-Rojo,Apparel,0.00164,0.00142
Zona Blava,Transportation,0.00956,0.00642
Parfois,Apparel,0.01334,0.03093
Repsol,Fuel,1.13479,1.17528
EDP,Fuel,0.35766,0.44970
Hesperia,Travel,0.00717,0.00694
Viagogo,Entertainment,0.03394,0.02414
Air France,Airlines,0.02339,0.02767
Timberland,Apparel,0.00375,0.00356
Enjoy Wellness,Healthcare,0.00768,0.00781
Sonar,Festivals,0.00372,0.00240
Idealista,Real Estate,0.01029,0.00904
Nostrum,Healthcare,0.01058,0.00633
Holiday Inn,Travel,0.03336,0.01689
Caixabank Consumer Finance,Financial Services,0.46168,0.56650
Brasa y Leña,Restaurant,0.00602,0.00464
Mapfre,Insurance,1.19518,1.56595
Deportes Moya,Sports,0.00213,0.00265
RACC,Automotive,0.05616,0.06212
Sundara,Beauty,0.00055,0.00205
Amorino,Food,0.00066,0.00079
Segurcaixa Adeslas,Insurance,0.21428,0.36756
Pimkie,Apparel,0.00637,0.02108
Cepsa Comercial,Fuel,0.01251,0.02920
Ilunion,Non-Profit,0.01251,0.01428
Pandora,Jewelry,0.02165,0.01924
Vips,Restaurant,0.05754,0.04651
FCA Capital,Financial Services,0.07486,0.08217
Reino Asador,Restaurant,0.00202,0.00257
Amazon,E-commerce,11.33058,6.08571
Coaliment,Grocery,0.01804,0.01584
Boboli,Garden,0.00270,0.00447
Neck & Neck,Apparel,0.00240,0.00484
Intersport,Retail Stores,0.01518,0.02167
MGS,Gaming,0.03642,0.05661
akf bank,Banking,0.02252,0.03618
Servientradas,Tickets,0.00223,0.00231
Venca,Apparel,0.00189,0.00526
Smooy,Cosmetics,0.00052,0.00043
Audenasa,Automotive,0.00137,0.00129
Asisa,Insurance,0.09893,0.22862
Tyco,Security Services,0.00736,0.01294
William Hill,Gambling,0.03222,0.03295
Cabify,Transportation,0.21311,0.17202
Llongueras,Food,0.00348,0.00477
Tripadvisor,Travel,0.01564,0.01354
Fundacion Wikimedia,Non-Profit,0.00177,0.00042
Sushi Shop,Restaurant,0.00338,0.00446
Iradier Club Mujer,Apparel,0.00250,0.00164
Popular Servicios Fiancieros,Financial Services,0.01671,0.03866
Dentix,Healthcare,0.00813,0.00739
Viena,Restaurant,0.03129,0.02428
Deporvillage,Sports,0.01689,0.01697
Seguros Bilbao,Insurance,0.05038,0.09433
Goiko grill,Restaurant,0.02723,0.01720
voyage-prive.es,Travel,0.01188,0.01792
Tento,Retail Stores,0.01023,0.00491
AECC,Non-Profit,0.01266,0.02019
Servei Catala,Transportation,0.02017,0.01657
Terra Mitica,Attractions,0.00127,0.00106
Soloptical,Healthcare,0.03196,0.02879
Flormar,Beauty,0.00027,0.00213
Visionlab,Healthcare,0.02504,0.02366
Tuneles de Artxanda,Transportation,0.00024,0.00020
Mascoteros,Pet Supplies,0.00562,0.00529
Aucosta,Food,0.00024,0.00057
Hotels.com,Travel,0.01951,0.02503
Wertgarantie,Insurance,0.00204,0.00270
Aliexpress,E-commerce,0.44217,0.38025
Hiperber,Grocery,0.01386,0.02736
Save the Children,Non-Profit,0.02113,0.01517
Polinesia,Restaurant,0.00363,0.00497
Maisons du Monde,Home Goods,0.03004,0.04418
Fundacion Vicente Ferrer,Non-Profit,0.00695,0.01421
Nationale Nederlanden,Insurance,0.07997,0.13824
Zurich Vida,Insurance,0.01536,0.02814
Carhatt,Apparel,0.00281,0.00320
Decimas,Retail Stores,0.03743,0.05127
Carhire,Rental Cars,0.00778,0.00802
New York Burger,Restaurant,0.01059,0.00675
Cañas y Tapas,Restaurant,0.00132,0.00126
