valuedate,revenue
2020-10-29,86594
2020-10-30,156166
2020-10-31,106330
2020-11-01,230627
2020-11-02,213042
2020-11-03,214293
2020-11-04,241504
2020-11-05,211697
2020-11-06,192668
2020-11-07,139464
2020-11-08,136196
2020-11-09,226284
2020-11-10,207234
2020-11-11,231484
2020-11-12,202194
2020-11-13,165118
2020-11-14,120811
2020-11-15,131206
2020-11-16,212464
2020-11-17,219005
2020-11-18,230589
2020-11-19,237332
2020-11-20,238437
2020-11-21,185891
2020-11-22,191596
2020-11-23,336482
2020-11-24,302418
2020-11-25,353184
2020-11-26,368450
2020-11-27,533738
2020-11-28,263367
2020-11-29,214250
2020-11-30,310328
2020-12-01,416386
2020-12-02,393714
2020-12-03,358352
2020-12-04,293067
2020-12-05,209975
2020-12-06,179659
2020-12-07,268225
2020-12-08,215676
2020-12-09,381724
2020-12-10,303682
2020-12-11,300704
2020-12-12,220682
2020-12-13,230304
2020-12-14,359884
2020-12-15,343166
2020-12-16,376695
2020-12-17,352903
2020-12-18,317345
2020-12-19,270049
2020-12-20,261372
2020-12-21,422963
2020-12-22,365926
2020-12-23,338746
2020-12-24,223109
2020-12-25,148470
2020-12-26,184042
2020-12-27,186271
2020-12-28,402022
2020-12-29,344147
2020-12-30,335815
2020-12-31,269695
