valuedate,revenue
2020-10-27,7358
2020-10-28,7742
2020-10-29,3238
2020-10-30,6913
2020-10-31,4590
2020-11-01,16417
2020-11-02,10430
2020-11-03,9817
2020-11-04,10357
2020-11-05,8379
2020-11-06,8854
2020-11-07,7014
2020-11-08,6408
2020-11-09,8524
2020-11-10,9094
2020-11-11,8450
2020-11-12,8604
2020-11-13,7768
2020-11-14,6309
2020-11-15,5414
2020-11-16,7479
2020-11-17,7895
2020-11-18,7790
2020-11-19,7552
2020-11-20,8591
2020-11-21,6507
2020-11-22,6480
2020-11-23,7518
2020-11-24,7428
2020-11-25,7283
2020-11-26,7066
2020-11-27,6777
2020-11-28,6221
2020-11-29,4399
2020-11-30,8001
2020-12-01,10837
2020-12-02,10760
2020-12-03,10137
2020-12-04,9953
2020-12-05,7125
2020-12-06,6957
2020-12-07,9369
2020-12-08,7383
2020-12-09,9334
2020-12-10,8320
2020-12-11,7361
2020-12-12,6693
2020-12-13,5920
2020-12-14,9695
2020-12-15,7119
2020-12-16,7402
2020-12-17,6566
2020-12-18,7258
2020-12-19,6847
2020-12-20,6624
2020-12-21,9628
2020-12-22,9010
2020-12-23,7219
2020-12-24,6476
2020-12-25,6452
2020-12-26,5876
2020-12-27,5430
2020-12-28,10430
2020-12-29,7986
2020-12-30,7406
2020-12-31,5218
